iter	Passed	Remaining
279	648	1668
280	650	1663
281	651	1658
282	652	1653
283	653	1648
284	655	1644
285	657	1640
286	658	1635
287	659	1631
288	661	1626
289	662	1621
290	663	1617
291	665	1612
292	666	1608
293	667	1603
294	669	1600
295	671	1596
296	672	1592
297	674	1588
298	675	1584
299	677	1580
300	678	1576
301	680	1571
302	681	1567
303	682	1563
304	684	1559
305	686	1556
306	687	1551
307	688	1547
308	690	1543
309	691	1539
310	692	1535
311	694	1530
312	695	1526
313	696	1522
314	698	1518
315	700	1515
316	701	1512
317	703	1508
318	704	1504
319	706	1500
320	707	1496
321	708	1492
322	709	1487
323	710	1483
324	712	1478
325	713	1474
326	714	1470
327	716	1467
328	717	1462
329	718	1458
330	719	1453
331	720	1449
332	721	1444
333	722	1440
334	723	1436
335	724	1432
336	726	1428
337	727	1423
338	728	1419
339	729	1416
340	730	1412
341	731	1408
342	732	1403
343	734	1399
344	735	1395
345	736	1391
346	737	1387
347	738	1383
348	739	1379
349	740	1375
350	741	1371
351	742	1367
352	744	1363
353	745	1360
354	746	1356
355	747	1352
356	749	1349
357	750	1345
358	751	1341
359	752	1337
360	753	1334
361	756	1332
362	757	1329
363	759	1327
364	761	1324
365	762	1320
366	763	1317
367	765	1314
368	766	1311
369	768	1307
370	769	1304
371	770	1301
372	772	1298
373	774	1296
374	776	1293
375	777	1290
376	778	1287
377	780	1284
378	781	1281
379	783	1277
380	784	1274
381	785	1271
382	787	1268
383	788	1265
384	790	1262
385	791	1259
386	793	1256
387	794	1253
388	795	1249
389	797	1246
390	798	1243
391	799	1240
392	801	1237
393	802	1234
394	804	1231
395	805	1228
396	806	1225
397	807	1221
398	808	1218
399	810	1215
400	811	1211
401	812	1208
402	813	1205
403	814	1202
404	816	1198
405	826	1209
406	828	1206
407	829	1203
408	830	1200
409	832	1197
410	834	1195
411	835	1192
412	837	1189
413	838	1186
414	839	1183
415	841	1181
416	842	1178
417	844	1175
418	845	1172
419	846	1169
420	847	1166
421	849	1163
422	851	1160
423	852	1157
424	853	1154
425	854	1151
426	855	1147
427	856	1144
428	857	1141
429	858	1138
430	859	1135
431	861	1132
432	862	1129
433	864	1127
434	865	1124
435	866	1121
436	868	1118
437	869	1115
438	870	1112
439	871	1109
440	873	1106
441	874	1103
442	875	1100
443	876	1097
444	877	1094
445	879	1091
446	880	1089
447	881	1086
448	883	1083
449	884	1080
450	886	1078
451	887	1075
452	888	1072
453	889	1070
454	891	1067
455	892	1064
456	894	1062
457	895	1059
458	896	1056
459	897	1054
460	899	1051
461	900	1048
462	901	1045
463	902	1042
464	903	1039
465	904	1036
466	905	1033
467	907	1031
468	908	1029
469	910	1026
470	911	1024
471	913	1021
472	914	1019
473	915	1016
474	916	1013
475	917	1010
476	919	1007
477	920	1004
478	921	1002
479	922	999
480	923	996
481	925	994
482	926	991
483	927	988
484	928	986
485	930	983
486	931	980
487	932	978
488	933	975
489	934	972
490	935	969
491	936	967
492	938	965
493	940	962
494	941	960
495	942	957
496	943	954
497	944	952
498	945	949
499	946	946
500	947	943
501	948	941
502	949	938
503	951	935
504	952	933
505	953	931
506	955	929
507	957	927
508	958	924
509	960	922
510	961	920
511	962	917
512	964	915
513	965	912
514	966	910
515	967	907
516	969	905
517	970	903
518	971	900
519	973	898
520	974	895
521	975	893
522	976	890
523	977	888
524	978	885
525	979	883
526	980	880
527	982	877
528	983	875
529	984	873
530	985	870
531	987	868
532	988	865
533	989	863
534	990	860
535	991	858
536	992	855
537	993	853
538	994	850
539	995	848
540	996	845
541	997	843
542	999	840
543	1000	838
544	1001	836
545	1002	833
546	1003	831
547	1004	828
548	1006	826
549	1007	824
550	1008	821
551	1009	819
552	1010	816
553	1011	814
554	1012	812
555	1014	809
556	1015	807
557	1016	805
558	1017	802
559	1019	800
560	1020	798
561	1021	795
562	1022	793
563	1023	791
564	1024	788
565	1025	786
566	1026	783
567	1027	781
568	1029	779
569	1030	777
570	1031	774
571	1032	772
572	1033	770
573	1034	767
574	1035	765
575	1036	763
576	1037	760
577	1038	758
578	1040	756
579	1041	754
580	1042	751
581	1043	749
582	1045	747
583	1046	745
584	1047	742
585	1048	740
586	1049	738
587	1050	736
588	1051	733
589	1052	731
590	1053	729
591	1054	726
592	1055	724
593	1057	722
594	1058	720
595	1059	718
596	1061	716
597	1062	714
598	1063	712
599	1064	709
600	1065	707
601	1067	705
602	1068	703
603	1069	700
604	1070	698
605	1071	696
606	1072	694
607	1074	692
608	1075	690
609	1076	688
610	1077	686
611	1078	683
612	1079	681
613	1080	679
614	1082	677
615	1083	675
616	1084	673
617	1085	671
618	1086	668
619	1088	666
620	1089	664
621	1090	662
622	1091	660
623	1092	658
624	1093	656
625	1095	654
626	1096	652
627	1097	649
628	1098	647
629	1099	645
630	1100	643
631	1101	641
632	1102	639
633	1104	637
634	1105	635
635	1106	633
636	1107	631
637	1108	629
638	1109	627
639	1110	624
640	1112	622
641	1113	620
642	1114	618
643	1115	616
644	1116	614
645	1117	612
646	1118	610
647	1120	608
648	1121	606
649	1122	604
650	1123	602
651	1124	600
652	1125	598
653	1126	596
654	1127	594
655	1128	591
656	1129	589
657	1131	587
658	1132	585
659	1133	583
660	1134	581
661	1135	579
662	1137	577
663	1138	575
664	1139	573
665	1140	571
666	1141	569
667	1142	567
668	1143	565
669	1144	563
670	1145	561
671	1146	559
672	1148	557
673	1149	556
674	1151	554
675	1152	552
676	1153	550
677	1154	548
678	1156	546
679	1157	544
680	1158	542
681	1159	540
682	1160	538
683	1161	536
684	1162	534
685	1164	532
686	1165	531
687	1166	529
688	1168	527
689	1169	525
690	1170	523
691	1171	521
692	1172	519
693	1173	517
694	1174	515
695	1175	513
696	1176	511
697	1178	509
698	1179	507
699	1180	506
700	1182	504
701	1183	502
702	1184	500
703	1185	498
704	1186	496
705	1188	494
706	1189	492
707	1190	491
708	1191	489
709	1193	487
710	1194	485
711	1196	483
712	1197	481
713	1198	480
714	1199	478
715	1201	476
716	1202	474
717	1203	472
718	1204	470
719	1205	468
720	1206	467
721	1208	465
722	1209	463
723	1210	461
724	1211	459
725	1212	457
726	1214	455
727	1215	454
728	1216	452
729	1217	450
730	1218	448
731	1219	446
732	1220	444
733	1221	442
734	1223	440
735	1224	439
736	1225	437
737	1226	435
738	1228	433
739	1229	431
740	1230	430
741	1231	428
742	1232	426
743	1233	424
744	1234	422
745	1235	420
746	1236	418
747	1238	417
748	1239	415
749	1240	413
750	1241	411
751	1242	409
752	1244	408
753	1245	406
754	1246	404
755	1247	402
756	1248	400
757	1249	398
758	1250	397
759	1251	395
760	1252	393
761	1254	391
762	1255	390
763	1256	388
764	1258	386
765	1259	384
766	1260	382
767	1261	381
768	1262	379
769	1263	377
770	1264	375
771	1265	373
772	1266	372
773	1267	370
774	1269	368
775	1270	366
776	1271	365
777	1273	363
778	1274	361
779	1275	359
780	1276	357
781	1277	356
782	1278	354
783	1279	352
784	1280	350
785	1281	349
786	1283	347
787	1284	345
788	1286	343
789	1287	342
790	1288	340
791	1289	338
792	1290	336
793	1291	335
794	1292	333
795	1293	331
796	1294	329
797	1295	328
798	1297	326
799	1298	324
800	1299	322
801	1301	321
802	1302	319
803	1303	317
804	1304	315
805	1305	314
806	1306	312
807	1307	310
808	1308	308
809	1309	307
810	1310	305
811	1311	303
812	1312	301
813	1314	300
814	1315	298
815	1316	296
816	1317	295
817	1318	293
818	1319	291
819	1320	289
820	1321	288
821	1323	286
822	1324	284
823	1325	283
824	1326	281
825	1328	279
826	1329	278
827	1330	276
828	1331	274
829	1332	273
830	1334	271
831	1335	269
832	1336	267
833	1337	266
834	1338	264
835	1339	262
836	1340	261
837	1341	259
838	1342	257
839	1344	256
840	1345	254
841	1347	252
842	1348	251
843	1349	249
844	1350	247
845	1351	246
846	1352	244
847	1353	242
848	1354	240
849	1356	239
850	1357	237
851	1359	236
852	1360	234
853	1361	232
854	1362	231
855	1364	229
856	1365	227
857	1366	226
858	1367	224
859	1368	222
860	1369	221
861	1370	219
862	1372	217
863	1373	216
864	1374	214
865	1376	212
866	1377	211
867	1378	209
868	1379	207
869	1380	206
870	1381	204
871	1382	202
872	1383	201
873	1384	199
874	1385	197
875	1386	196
876	1388	194
877	1389	193
878	1390	191
879	1391	189
880	1392	188
881	1393	186
882	1395	184
883	1396	183
884	1397	181
885	1398	179
886	1399	178
887	1400	176
888	1401	175
889	1403	173
890	1404	171
891	1405	170
892	1406	168
893	1407	166
894	1409	165
895	1410	163
896	1411	162
897	1412	160
898	1413	158
899	1414	157
900	1415	155
901	1416	153
902	1417	152
903	1419	150
904	1420	149
905	1421	147
906	1422	145
907	1423	144
908	1424	142
909	1426	141
910	1427	139
911	1428	137
912	1429	136
913	1430	134
914	1431	133
915	1433	131
916	1434	129
917	1435	128
918	1436	126
919	1438	125
920	1439	123
921	1440	121
922	1441	120
923	1442	118
924	1443	117
925	1444	115
926	1445	113
927	1447	112
928	1448	110
929	1449	109
930	1451	107
931	1452	105
932	1453	104
933	1454	102
934	1455	101
935	1456	99
936	1457	98
937	1458	96
938	1460	94
939	1461	93
940	1462	91
941	1463	90
942	1465	88
943	1466	86
944	1467	85
945	1468	83
946	1469	82
947	1470	80
948	1471	79
949	1472	77
950	1473	75
951	1474	74
952	1476	72
953	1477	71
954	1478	69
955	1480	68
956	1481	66
957	1482	64
958	1483	63
959	1484	61
960	1485	60
961	1486	58
962	1487	57
963	1488	55
964	1489	54
965	1490	52
966	1491	50
967	1493	49
968	1494	47
969	1495	46
970	1496	44
971	1497	43
972	1498	41
973	1499	40
974	1501	38
975	1502	36
976	1503	35
977	1504	33
978	1505	32
979	1506	30
980	1507	29
981	1509	27
982	1510	26
983	1511	24
984	1512	23
985	1513	21
986	1514	19
987	1515	18
988	1516	16
989	1517	15
990	1519	13
991	1520	12
992	1521	10
993	1522	9
994	1523	7
995	1525	6
996	1526	4
997	1527	3
998	1528	1
999	1529	0
